zone,Batch,Fish_Number,code,gear,Readability,yearcap,month,area,sex,floorlength,AdjAge,theta,reader,Edge_Type,Comments from ager,radius,FishID,YearClass,Age,Year,Increment,maturity
EBS,445,6,4456,DS,2,2010,1,EBSBlank,F,40,6,0,simon,3,,1.475,fish1014,2004,1,2010,0.289,juvenile
EBS,445,6,4456,DS,2,2010,1,EBSBlank,F,40,6,0,simon,3,,1.475,fish1014,2004,2,2005,0.283,juvenile
EBS,445,6,4456,DS,2,2010,1,EBSBlank,F,40,6,0,simon,3,,1.475,fish1014,2004,3,2006,0.282,juvenile
EBS,445,6,4456,DS,2,2010,1,EBSBlank,F,40,6,0,simon,3,,1.475,fish1014,2004,4,2007,0.234,juvenile
EBS,445,6,4456,DS,2,2010,1,EBSBlank,F,40,6,0,simon,3,,1.475,fish1014,2004,5,2008,0.192,juvenile
EBS,445,6,4456,DS,2,2010,1,EBSBlank,F,40,6,0,simon,3,,1.475,fish1014,2004,6,2009,0.195,adult
EBS,445,7,4457,DS,3,2010,1,EBSBlank,F,41,7,0,simon,1,,1.248,fish1015,2003,1,2010,0.334,juvenile
EBS,445,7,4457,DS,3,2010,1,EBSBlank,F,41,7,0,simon,1,,1.248,fish1015,2003,2,2004,0.191,juvenile
EBS,445,7,4457,DS,3,2010,1,EBSBlank,F,41,7,0,simon,1,,1.248,fish1015,2003,3,2005,0.237,juvenile
EBS,445,7,4457,DS,3,2010,1,EBSBlank,F,41,7,0,simon,1,,1.248,fish1015,2003,4,2006,0.121,juvenile
EBS,445,7,4457,DS,3,2010,1,EBSBlank,F,41,7,0,simon,1,,1.248,fish1015,2003,5,2007,0.12,juvenile
EBS,445,7,4457,DS,3,2010,1,EBSBlank,F,41,7,0,simon,1,,1.248,fish1015,2003,6,2008,0.152,adult
EBS,445,8,4458,DS,4,2010,1,EBSBlank,F,43,7,0,simon,1,,1.304,fish1016,2003,1,2010,0.397,juvenile
EBS,445,8,4458,DS,4,2010,1,EBSBlank,F,43,7,0,simon,1,,1.304,fish1016,2003,2,2004,0.181,juvenile
EBS,445,8,4458,DS,4,2010,1,EBSBlank,F,43,7,0,simon,1,,1.304,fish1016,2003,3,2005,0.219,juvenile
EBS,445,8,4458,DS,4,2010,1,EBSBlank,F,43,7,0,simon,1,,1.304,fish1016,2003,4,2006,0.163,juvenile
EBS,445,8,4458,DS,4,2010,1,EBSBlank,F,43,7,0,simon,1,,1.304,fish1016,2003,5,2007,0.1,juvenile
EBS,445,8,4458,DS,4,2010,1,EBSBlank,F,43,7,0,simon,1,,1.304,fish1016,2003,6,2008,0.123,adult
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,1,2010,0.366,juvenile
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,2,2003,0.207,juvenile
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,3,2004,0.186,juvenile
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,4,2005,0.18,juvenile
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,5,2006,0.153,juvenile
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,6,2007,0.117,adult
EBS,445,9,4459,DS,3,2010,1,EBSBlank,F,45,8,0,simon,1,,1.4,fish1017,2002,7,2008,0.094,adult
EBS,450,1,4501,OT,3,2010,4,EBSBlank,F,39,5,3,simon,2,,1.182,fish1021,2005,1,2010,0.391,juvenile
EBS,450,1,4501,OT,3,2010,4,EBSBlank,F,39,5,3,simon,2,,1.182,fish1021,2005,2,2006,0.288,juvenile
EBS,450,1,4501,OT,3,2010,4,EBSBlank,F,39,5,3,simon,2,,1.182,fish1021,2005,3,2007,0.205,juvenile
EBS,450,1,4501,OT,3,2010,4,EBSBlank,F,39,5,3,simon,2,,1.182,fish1021,2005,4,2008,0.163,juvenile
EBS,450,1,4501,OT,3,2010,4,EBSBlank,F,39,5,3,simon,2,,1.182,fish1021,2005,5,2009,0.086,juvenile
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,1,2010,0.334,juvenile
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,2,2004,0.337,juvenile
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,3,2005,0.234,juvenile
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,4,2006,0.189,juvenile
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,5,2007,0.212,juvenile
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,6,2008,0.126,adult
EBS,450,2,4502,OT,2,2010,4,EBSBlank,F,58,7,3,simon,2,,1.613,fish1022,2003,7,2009,0.11,adult
EBS,450,3,4503,OT,4,2010,4,EBSBlank,F,35,4,3,simon,1,,1.123,fish1023,2006,1,2010,0.446,juvenile
EBS,450,3,4503,OT,4,2010,4,EBSBlank,F,35,4,3,simon,1,,1.123,fish1023,2006,2,2007,0.206,juvenile
EBS,450,3,4503,OT,4,2010,4,EBSBlank,F,35,4,3,simon,1,,1.123,fish1023,2006,3,2008,0.274,juvenile
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,1,2010,0.392,juvenile
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,2,2003,0.211,juvenile
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,3,2004,0.242,juvenile
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,4,2005,0.134,juvenile
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,5,2006,0.179,juvenile
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,6,2007,0.088,adult
EBS,450,4,4504,OT,4,2010,4,EBSBlank,F,46,8,3,simon,1,,1.431,fish1024,2002,7,2008,0.131,adult
EBS,450,5,4505,OT,2,2010,4,EBSBlank,F,36,4,3,simon,1,,1.022,fish1025,2006,1,2010,0.367,juvenile
EBS,450,5,4505,OT,2,2010,4,EBSBlank,F,36,4,3,simon,1,,1.022,fish1025,2006,2,2007,0.335,juvenile
EBS,450,5,4505,OT,2,2010,4,EBSBlank,F,36,4,3,simon,1,,1.022,fish1025,2006,3,2008,0.21,juvenile
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,1,2010,0.45,juvenile
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,2,2004,0.217,juvenile
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,3,2005,0.226,juvenile
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,4,2006,0.168,juvenile
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,5,2007,0.124,juvenile
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,6,2008,0.147,adult
EBS,450,6,4506,OT,1,2010,4,EBSBlank,F,46,7,3,simon,2,,1.501,fish1026,2003,7,2009,0.135,adult
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,1,2010,0.317,juvenile
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,2,2003,0.205,juvenile
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,3,2004,0.25,juvenile
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,4,2005,0.217,juvenile
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,5,2006,0.155,juvenile
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,6,2007,0.12,adult
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,7,2008,0.104,adult
EBS,450,7,4507,OT,3,2010,4,EBSBlank,F,51,8,3,simon,2,,1.52,fish1027,2002,8,2009,0.062,adult
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,1,2010,0.302,juvenile
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,2,2004,0.34,juvenile
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,3,2005,0.182,juvenile
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,4,2006,0.127,juvenile
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,5,2007,0.155,juvenile
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,6,2008,0.105,adult
EBS,450,8,4508,OT,3,2010,4,EBSBlank,F,42,7,3,simon,2,,1.36,fish1028,2003,7,2009,0.117,adult
EBS,450,9,4509,OT,3,2010,4,EBSBlank,F,33,5,3,simon,3,,1.014,fish1029,2005,1,2010,0.363,juvenile
EBS,450,9,4509,OT,3,2010,4,EBSBlank,F,33,5,3,simon,3,,1.014,fish1029,2005,2,2006,0.245,juvenile
EBS,450,9,4509,OT,3,2010,4,EBSBlank,F,33,5,3,simon,3,,1.014,fish1029,2005,3,2007,0.205,juvenile
EBS,450,9,4509,OT,3,2010,4,EBSBlank,F,33,5,3,simon,3,,1.014,fish1029,2005,4,2008,0.168,juvenile
EBS,451,1,4511,OT,3,2010,5,EBSBlank,F,39,4,4,simon,2,,1.337,fish1030,2006,1,2010,0.463,juvenile
EBS,451,1,4511,OT,3,2010,5,EBSBlank,F,39,4,4,simon,2,,1.337,fish1030,2006,2,2007,0.251,juvenile
EBS,451,1,4511,OT,3,2010,5,EBSBlank,F,39,4,4,simon,2,,1.337,fish1030,2006,3,2008,0.325,juvenile
EBS,451,1,4511,OT,3,2010,5,EBSBlank,F,39,4,4,simon,2,,1.337,fish1030,2006,4,2009,0.2,juvenile
EBS,451,2,4512,OT,3,2010,5,EBSBlank,F,37,4,4,simon,2,,1.166,fish1031,2006,1,2010,0.43,juvenile
EBS,451,2,4512,OT,3,2010,5,EBSBlank,F,37,4,4,simon,2,,1.166,fish1031,2006,2,2007,0.295,juvenile
EBS,451,2,4512,OT,3,2010,5,EBSBlank,F,37,4,4,simon,2,,1.166,fish1031,2006,3,2008,0.205,juvenile
EBS,451,2,4512,OT,3,2010,5,EBSBlank,F,37,4,4,simon,2,,1.166,fish1031,2006,4,2009,0.18,juvenile
EBS,451,3,4513,OT,4,2010,5,EBSBlank,F,42,6,4,simon,2,,1.397,fish1032,2004,1,2010,0.321,juvenile
EBS,451,3,4513,OT,4,2010,5,EBSBlank,F,42,6,4,simon,2,,1.397,fish1032,2004,2,2005,0.356,juvenile
EBS,451,3,4513,OT,4,2010,5,EBSBlank,F,42,6,4,simon,2,,1.397,fish1032,2004,3,2006,0.148,juvenile
EBS,451,3,4513,OT,4,2010,5,EBSBlank,F,42,6,4,simon,2,,1.397,fish1032,2004,4,2007,0.215,juvenile
EBS,451,3,4513,OT,4,2010,5,EBSBlank,F,42,6,4,simon,2,,1.397,fish1032,2004,5,2008,0.164,juvenile
EBS,451,3,4513,OT,4,2010,5,EBSBlank,F,42,6,4,simon,2,,1.397,fish1032,2004,6,2009,0.159,adult
EBS,451,4,4514,OT,3,2010,5,EBSBlank,F,40,4,4,simon,3,,1.156,fish1033,2006,1,2010,0.422,juvenile
EBS,451,4,4514,OT,3,2010,5,EBSBlank,F,40,4,4,simon,3,,1.156,fish1033,2006,2,2007,0.297,juvenile
EBS,451,4,4514,OT,3,2010,5,EBSBlank,F,40,4,4,simon,3,,1.156,fish1033,2006,3,2008,0.256,juvenile
EBS,451,4,4514,OT,3,2010,5,EBSBlank,F,40,4,4,simon,3,,1.156,fish1033,2006,4,2009,0.126,juvenile
EBS,451,5,4515,OT,3,2010,5,EBSBlank,F,35,3,4,simon,2,,0.888,fish1034,2007,1,2010,0.325,juvenile
EBS,451,5,4515,OT,3,2010,5,EBSBlank,F,35,3,4,simon,2,,0.888,fish1034,2007,2,2008,0.331,juvenile
EBS,451,5,4515,OT,3,2010,5,EBSBlank,F,35,3,4,simon,2,,0.888,fish1034,2007,3,2009,0.172,juvenile
EBS,451,6,4516,OT,3,2010,5,EBSBlank,F,45,6,4,simon,2,,1.572,fish1035,2004,1,2010,0.376,juvenile
EBS,451,6,4516,OT,3,2010,5,EBSBlank,F,45,6,4,simon,2,,1.572,fish1035,2004,2,2005,0.392,juvenile
EBS,451,6,4516,OT,3,2010,5,EBSBlank,F,45,6,4,simon,2,,1.572,fish1035,2004,3,2006,0.237,juvenile
EBS,451,6,4516,OT,3,2010,5,EBSBlank,F,45,6,4,simon,2,,1.572,fish1035,2004,4,2007,0.202,juvenile
EBS,451,6,4516,OT,3,2010,5,EBSBlank,F,45,6,4,simon,2,,1.572,fish1035,2004,5,2008,0.158,juvenile
EBS,451,6,4516,OT,3,2010,5,EBSBlank,F,45,6,4,simon,2,,1.572,fish1035,2004,6,2009,0.151,adult
EBS,451,7,4517,OT,3,2010,5,EBSBlank,M,38,7,4,simon,2,,1.629,fish1036,2003,1,2010,0.408,juvenile
EBS,451,7,4517,OT,3,2010,5,EBSBlank,M,38,7,4,simon,2,,1.629,fish1036,2003,2,2004,0.259,juvenile
EBS,451,7,4517,OT,3,2010,5,EBSBlank,M,38,7,4,simon,2,,1.629,fish1036,2003,3,2005,0.166,juvenile
EBS,451,7,4517,OT,3,2010,5,EBSBlank,M,38,7,4,simon,2,,1.629,fish1036,2003,4,2006,0.252,juvenile
